"8473465","170","Jamie McGinn","SJS, COL","L","78","20","17","37","-3","37","6","0","2","0","159","12.6","13:26","19.6","85.7"
"8471245","171","Dave Bolland","CHI","C","76","19","18","37","+0","47","7","3","2","0","126","15.1","16:30","25.5","48.4"
"8471232","172","Lauri Korpikoski","PHX","L","82","17","20","37","+3","14","0","3","3","0","146","11.6","17:08","21.5","26.4"
"8471862","173","Colin Greening","OTT","L","82","17","20","37","-4","46","4","0","0","0","184","9.2","15:35","21.4","41.9"
"8460577","174","Milan Hejduk","COL","R","81","14","23","37","-12","14","6","0","1","0","170","8.2","17:00","21.7","25.0"
"8470613","175","Brent Burns","SJS","D","81","11","26","37","+8","34","5","0","2","1","201","5.5","22:32","28.0","0.0"
"8468535","176","Antoine Vermette","CBJ, PHX","C","82","11","26","37","-13","28","4","1","4","0","149","7.4","17:12","23.1","56.6"
"8471675","177","Sidney Crosby","PIT","C","22","8","29","37","+15","14","2","0","3","0","75","10.7","18:28","20.6","50.1"
"8458951","178","Sergei Gonchar","OTT","D","74","5","32","37","-4","55","2","0","1","0","131","3.8","22:15","26.0","0.0"
"8469465","179","Dan Hamhuis","VAN","D","82","4","33","37","+29","46","1","0","0","0","140","2.9","23:25","28.8","0.0"
"8475181","180","Nick Leddy","CHI","D","82","3","34","37","-12","10","0","0","0","0","94","3.2","22:04","28.0","0.0"
"8471682","181","Devin Setoguchi","MIN","R","69","19","17","36","-17","28","7","0","2","1","174","10.9","17:35","23.0","27.3"
"8473482","182","Jiri Tlusty","CAR","C","79","17","19","36","+1","26","2","0","1","0","136","12.5","14:54","22.8","27.3"
"8473573","183","Artem Anisimov","NYR","C","79","16","20","36","+12","34","4","1","1","0","132","12.1","15:24","19.9","46.7"
"8470603","184","Andrei Kostitsyn","MTL, NSH","L","72","16","20","36","-1","26","5","0","5","0","122","13.1","15:06","19.6","17.6"
"8468509","185","Niklas Kronwall","DET","D","82","15","21","36","-2","38","7","0","4","0","141","10.6","22:51","28.3","0.0"
"8475225","186","Craig Smith","NSH","C","72","14","22","36","-9","30","6","0","1","0","172","8.1","14:11","18.7","44.0"
"8467878","187","Tim Connolly","TOR","C","70","13","23","36","-14","40","2","0","3","2","104","12.5","17:00","22.7","48.7"
"8474563","188","Drew Doughty","LAK","D","77","10","26","36","-2","69","3","0","3","1","168","6.0","24:53","28.5","0.0"
